business_id,date,review_id,stars,text,type,user_id,cool,useful,funny
4r9-iKOagzn5oUvPE9Bz4Q,2011-12-07,ny6Jlfysm6VTYgqmm6l3PA,5,"Fantastic venue! Province really adds a touch of class and elegance in a way that isn't pushy or over the top. Located in the Westin Hotel, the restaurant feels very modern! You can choose to sit inside in a beautifully decorated and spacious dining area or enjoy their fabulous patio with fireplaces and a great water feature. 

The food was unbelievable! I sampled their tuna and watermelon appetizer and fell in love - what an amazing combination that I'd never have thought of.

If the food isn't enough, the service is superb. Every interaction with the staff was excellent - you can tell they enjoy their restaurant and are happy to be there. 

I cannot wait to come back to Province as soon as possible.",review,nSLrExcVVphiNzvSf5H7vA,1,1,1
6imLt53br7SJ3av07jjH7w,2008-12-16,Y7UIAoAOd8BSLIO08jjJZA,3,"I had a hard time even giving this place the third star.  I had high hopes as I watched this place go through renovations during the past 3 years.  We were there on opening night and fell in love with the decor.  The place was stylish and cool.  Concrete, leather, glass...very retro-modern.  The people who refurbished and redesigned this place deserve five stars.

The people who work there, however, deserve one.  

On opening night, I forgave the delay in service.  I forgave the nasty arugula on my panino.  I forgave the store-bought peperoni.  Mostly, I forgave them because the onion straws were so good.

We went back a few nights later after being fleeced for $40 in return for table scraps at Sens.  It took almost twenty minutes to order two pizzas and onion straws.  Then, the pizzas came out before the onion straws.  How do you cook pizza faster than deep frying an onion?  The waiter lingered around the female members of our party and were just incompetent.  

We finally went again after a night of drinking at the Clarendon.  What a buzz kill.  Not only was it too dark and the music was too loud but, again, the service was slow and dull.  Then, the waitress got into an argument about the ingredients of the pizza with our group.  Big no-no.

I've had multiple people tell me that service is fine as long as you order from the bar.  They say, just get up and go tell the bar tender what you want.  Why should I have to do all of the work?  How is it that they have ASU students at their disposal in a terrible economy and can't hire any decent waiters?

From now on, I'm only going after a game when I want some onions and a Moretti.",review,fev0iI-XDrteD4SYRKjiUw,4,4,3
PoRYjYUSjmeWM1WLsx_45w,2010-12-06,J7GYNwMLHPBff2WT6szLlg,4,"My favorite trail in South Mountain starts at the trail head just south of 24th st and Baseline.  It's the start of the Mormon Loop and when you connect up to the Mormon Trail/National Trail it extends the hike to about 4 or so miles.  Or at least that's what I have been telling myself.  First part is stair master-esque, then descends very gradually (perfect place to add a run into your hike), then ascends again (catch your breathe) and then gets a bit boulder-y and you can either straight up hike this or run.  If you want, you can take the offshoot to Hidden Valley and Fat Man's Pass.  I wasn't too impressed with either, but it is definitely worth a view and will spit you back out onto the National Trail.",review,-OMlS6yWkYjVldNhC31wYg,1,0,0
FeI75xIG8PF_XZ6P80gLBQ,2009-03-09,kpIyspui9fFLCzDccAxXaw,4,"We tried The Turf for breakfast this weekend.  We were definitely not in the mood to wait a lifetime for Matt's after perusing the market, so we decided to head over to the Turf.  As expected, the place was empty except for one guy at the bar... considering it was like 9 am I am really hoping this guy was just drinking apple juice.  Our server was very nice, and I am pretty sure we had her on our first night here.  After explaining to us what black and white pudding was, ewww, and then running away, she came back for our breakfast order.  I got the Bacon and Cheese Omelet and the husband got Biscuits and Gravy.  My breakfast was served with hashbrowns and toast.  The hashbrowns were thin and crispy, just the way I like it.  My omelet was stuffed to the max with bacon and oozing melty cheese.  It wasn't a big fluffy omelet like at IHOP but it was a dense solid little guy.  I much prefer my omelets to be like this.  The husband was a little less than pleased with his meal.  We both agreed the gravy was pretty good and we really liked that there was actually sausage in it, the way it should be.  The disappointment was definitely in the biscuits though.  They were certainly not fresh and definitely not homemade.  Considering how easy and quick biscuits are to make, this bummed me out.  To the owner of Turf:  If you want me to, I will be more than happy to come over and show you how to make a good biscuit.  If there are good, fresh biscuits, this could be a great dish.  Not the best for breakfast, but a good alternative for when we don't feel like waiting for hours in the hot morning sun.",review,W_QXYA7A0IhMrvbckz7eVg,1,1,1
6imLt53br7SJ3av07jjH7w,2010-04-21,6W3KPPnYkYEcIb27CNq-yA,3,"First time here, it's late night and I wanted something lite and healthy..  

The place is open very late, they had lots of options and the food was perfect.

What a beautiful place inside, simple yet elegant.  Oh, the service was great too......

Go for a late night drink with a date and they'll be impressed.",review,cg4em4uXe5ab5qH7pB01gg,0,1,0
zmFc8M-hS4uuyY0hklIpoQ,2010-07-17,Jy-ufT32E7p_Utvr7Q72YA,5,"I've been here a couple of times.  The first time was on first fridays.  I expected it to be packed, but I was able to walk right in and be seated.  They had a table reserved and they must not have shown, so we lucked out.  I got the Sante Fe, a roast beef panini, and it was great.  They had some good beers on tap too.  Its a cool little funky place to grab a good sandwhich.  The second time I came here it was after a concert.  There was some horrible band playing that I wish would have shut up so I could hear the people in front of me without having to feel sharp pains in my ear, but the meal was still good and I liked it.  Any place that is open late close to downtown is perfect, especially since the kitchen doesn't close until 12:30",review,XqU1PB0XWjcr3sUyZZGaWQ,0,0,0
7SO_rX1F6rQEl-5s3wZxgQ,2011-11-14,3R2Vfs6v84HIKzvYPKxZ_w,5,"I don't think I've ever been to this place when it's not been crazy busy. It's just a small little eatery, but it's always busy. They have some great food and the peanut butter pie is delicious. Just a place to hang out and enjoy some breakfast, lunch, dinner or snacks at. Parking isn't the best and that is a problem, but if you live close and can walk, its ideal.",review,XLah_ynCwwYshCY9jc13tw,0,0,0
jJhNOhuGpIsJX5SEUFFWYQ,2008-08-26,-4ZKS14yOcFjFI8ejPhCXg,3,Pretty tasty dogs.  Pretty long wait for a hot dog.,review,q5nFaw9isjD_01PpVAR7hg,0,0,0
7SO_rX1F6rQEl-5s3wZxgQ,2011-02-11,FsgySMO30fkfB589C2M7iA,5,"i cant review restaurants in phx and leave out LGO. breakfast, coffee ambiance, service, pizza - 5 stars. happy hour 3 stars. Not very many places beat this place out for saturday or sunday morning coffee and or breakfast after a nice wrkout, run, hike or... anything else at home in bed with your better half. must see for my visitors",review,B_leEp0XWSNi5_HQ_BLAAg,0,0,0
PoRYjYUSjmeWM1WLsx_45w,2009-06-22,Nlx4nFo54AI9uPVGd3gm8w,4,"The drive to the top is really fun, and the view is worth it.

I really enjoyed it here, but there's too much freakin broken glass on any of the trails down near the main shade/view structure that you should realy avoid it if you have your dogs with you and stick to the more wilderness areas.

30 other reviews = TLDR (i just learned that one, see how I'm applying) so I'd rather be brief and useful than wordy and redundant.

I did read Chuck R's review, and I have to say, I wish I knew more of the nooks and crannys that you do, but I can tell you that if you want to explore the Western reaches of the park, do so by starting in the center or east, and not to bother with approaching from the West side of the mountain range itself.  All you'll find out there is a bunch of paranoid, possesive property owners who didn't stop to think that if they chose to own a home on a ribbon of private land that surrounds public land and restricts the public from getting to their public land, then they'll have to endure a little bit of traffic from said public.  Here's a clue for any of those property owners, whether you're on South Mountain, Piestewa, wherever....the guy sneaking around is the one you call the cops on for being a suspicious trespasser, not the guy driving a family suv with 2 dogs in the back, who calls you from the street as he sees you in your driveway so he can ask directions on how to get to the park entrance so he doesn't have to bother you nice people in the residential neighborhood anymore driving around here.    ah, duh.",review,n_lAaNGeWgspbbCJc0DqRg,3,3,2
jJhNOhuGpIsJX5SEUFFWYQ,2010-04-24,A2fpiFbT8HtwwsENElhXDg,5,"AAAAMAZING.
They have the best hot dogs and corn dogs i have ever had.  It is definitely a place to try if you love hot dogs.
They have good fries, excellent onion rings.... and very very reasonable prices!  I have never met a single person who has said anything but incredible things about Ted's..... definitely a must try!",review,XY_bQqhZfyyEi_W5n4kQNg,2,3,1
jJhNOhuGpIsJX5SEUFFWYQ,2009-05-05,uMQ4juin9OVWjvOnLn--NA,4,"Someone asked the question in the Yelp talk threads where the best place was for fried things, like french fries and onion rings.  Several people said Ted's had great onion rings......so off I went!  

I expected a smaller place but I was pleasantly suprised when I pulled up to a medium sized store.  I was greated with a smile and asked what I would like.  It was a Sunday afternoon so they were not very busy.  I liked the fact that you tell them what you want and they toss it on the grill right in front of you.  Everything is freshly cooked.  They did the same with the onion rings and french fries too.  Everything was fresh and hot.  My daughter had her favorite....a hot dog, which she loved, and fries which were fresh and crisp.  I had a burger and onion rings.  Yes, the onion rings were delicious!  The batter was great and the onions were a little on the sweet side.  My burger was cooked to perfection.  

This is another great little place we will go back to.  It's also sort of near my work so maybe I'll get out one day and go here for lunch.  Thanks Ted's and Yelpers!",review,ZmIgP4U4Ht9CYmNX0_zP6w,10,12,5
jJhNOhuGpIsJX5SEUFFWYQ,2008-03-25,EQu1fQG8Qd9QJ5Jw4-u90A,5,"Ted's rules.  Great char-grilled hot dogs, killer onion rings, and a great atmosphere all add up to a good old dog-eatin' experience.",review,clTYUJCL-rHnVIS2WePRwA,0,0,0
vSEFzop2GDXsIWTLxIGMiw,2009-04-20,ehB-hp-aOwcpk_9d9M4RTw,4,"I give Riva's 4 stars because of the secret top burrito in town which is the California burrito and have them put a chilli relleno in the burrito which is the best of all worlds.  So basically this burrito consists of carne asada, potatoes, pico de gallo, cheese and a chilli relleno all wrapped up in a delicious tortilla.  Once you add some hot sauce to that it equals one of the best burritos in town.  I learned of this only because of one of the employees telling me to get it this way because all the people that work there eat it this way.  You have to try it!",review,V1k7XMUX4qHVUi-3IUYzhA,1,1,0
jJhNOhuGpIsJX5SEUFFWYQ,2008-07-17,1HwtNOm11v0I3QTfSUO8FA,5,"Not many places that you can go and get a natural casing charred white hot dog outside of western NY.
Folks I know from Western NY love this place, and I have to agree (even though I'll still take a good Chicago dog any day).
I know where I'll be going if I ever have an itch for a white hot. :)",review,P2vHl_ZzSzeu07W29KsKgg,2,2,1
7SO_rX1F6rQEl-5s3wZxgQ,2011-12-07,XMm1bZYrVdoBpjGOd3xMnQ,5,"This place has exceptional food and pretty great service for how busy it always is.
I like it because there are quite a few vegetarian options.  Before I started my vegetarian kick the Baked wings were some of the best wings I have had anywhere.

Try:
- Mushroom Party Pizza
- Roasted Corn Pizza
- Baked Wings
- Red Velvet Cake

Only con is the parking is kinda crazy.",review,3ONPPazUH-Q3XblYJIaA1A,0,0,0
7SO_rX1F6rQEl-5s3wZxgQ,2011-05-30,USt-wMQR-rKCpHNr7HOPZw,5,"My friend has raved about this place for months, so for her birthday the girls and I got together for a little pizza field trip to LGO. It was amazing! Just as good as Mozza Pizzeria in LA., but around 400 miles closer. I also love the little grocery store. Very cute things to buy.",review,NPoOEAPspruMOik-9sKQtQ,0,1,0
6imLt53br7SJ3av07jjH7w,2009-03-31,z_25idy29nlCXv5id_nRlw,3,"We went to dinner there on a Sunday and we were the only ones in there for most of our dinner. Downtown Phoenix can be somewhat quiet on the weekends, so this was no surprise. The service was great as was the food. I had a pizza and if you like thin, crispy crust you will enjoy the pizza as well. The music was a little loud for a Sunday dinner, especially since we were pretty much the only ones in the restaurant. I will go again, probably during the week so I can get a taste of what it is like when it is busy!! Overall...decent meal!",review,sLuaWOJNALukrThYzqovzA,0,0,0
7SO_rX1F6rQEl-5s3wZxgQ,2010-01-11,86Ee-P5ePzDj45CNDIlWOw,5,"Really good pizza has to be among the most perfect foods in all the world.  Really good pizza would likely be on my last meal request list.  Specifically the roasted corn and goat cheese pizza at La Grande Orange Pizzeria which has to be near the top of the list for all the great pizzas the two us who contributed to this review have consumed.  And that is a lot of pizza.

We were visiting Scottsdale as tourists when the concierge at the resort recommended this place to us.  Bless her.  Very convenient too to be able to shop for wine at La Grande Orange grocery, adjoining, and other goodies while we waited on our take out pizza order.  http://www.yelp.com/biz/la-grande-orange-grocery-phoenix#hrid:4cXbhzxxtmExF9kRjmFViQ/src:self

The only hitch here is parking is terrible during peak hours. So it goes.  The pizza is worth the parking hassle.  We're on our way back to Scottsdale in a few days for another visit and La Grande Orange Pizzeria is on our ""go"" list again. The Rocket Man pizza is calling our name this time.",review,m59OpbCyRwXSvERXeevWqg,2,2,1
L2J3JfjXZLnX1rLhWKthqA,2012-01-07,TIOxXxRDtulXBuqYr1ozPA,4,"Classic Irish Pub on Mill. Perfect for fish and chips, a Guinness, and a great bar atmosphere!

The food here is great. I tried the fish and chips ($12) and it was perfect. Lightly battered, perfectly fried. The chips were different but complimentary to the meal. 

They also had several cider beers on tap (my favorite). When I asked which beer I should try, the waitress offered bringing a sample of each so that I could know the beer before I committed to a pint. Great service!

The outdoor patio is great for parties. If it's cold, they have heaters during the winter. Summer has sprinklers. They've got live entertainment inside on weekends and also trivia nights. If you're looking for a place to hang that is casual and fun, try Rula Bula.",review,nSLrExcVVphiNzvSf5H7vA,1,2,1
6imLt53br7SJ3av07jjH7w,2009-03-22,o1_rHrHsCflHCwYv-Ykjfg,4,"What a cool space!  We needed nourishment on St Pats, as the corn beef and cabbage they were serving at the Irish pub didn't exactly float our boats. We found ourself at Hannys and had a great experience.

Their pizzas are light and tasty.  They looked like too much when they arrived, but they turned out to be the just the base we needed to get through a heavy night of drinking. The reclining booths took a second to get used to, but they just added to the laid back atmosphere once we mastered them.

OK, two friends go the tiniest 'tinis that didn't seem like much of a value, so its probably not the place for hard core drinking (I know, but these are the things I look for)  But for a relaxing cool place to start your evening off, I can still give it the thumbs up.",review,o33IBagNFxdJhIrRTl691Q,1,1,1
6imLt53br7SJ3av07jjH7w,2010-08-30,0v_0U406ksUc7REYsZ1cPg,5,Gotta love a place open late in Phoenix. 2.50 petite martinis after midnite; yes please!,review,hebXGQk5ggZSwTlUoEcTWQ,0,1,0
zmFc8M-hS4uuyY0hklIpoQ,2010-02-19,P2BADhNmVrSrZqi-BTvkOQ,2,"I have to admit that I can't stop going to Carly's even though I KNOW I shouldn't!  

Good:  I can't get enough of the Cape Cod salad! It is really somethin' special, that ain't no lie.  Also the soup is always flavorful.

Bad: Has nothing to do with the food. It is all about the atmosphere, which is oppressive in an I'm-so-unique-and-talented-and-you-are-smelly-dung sort of way. Staff is pretentious and lazy. They think they must be pretty lofty individuals for working there but that doesn't mean they LIKE to work, for god's sake....  The owner. She is somewhat friendly, but beware. She is the person who created this environment, and it becomes easy to believe once she starts bragging about how well-off she is.  So congratulations everyone! We support these immature little weasels who scorn this gross human ritual we indulge ourselves in: being a customer, AND apparently we have made the owner a rich woman but shhhhhh! She's still the kewlest of the kewl.

UPDATE: Received an annoying email from the owner (the husband) who instructed me give "" *constructive criticism* "" and not make a personal attack or be petty. My review was neither of those things. I do not know John, nor do I know Carla. I only know what I experience when I have lunch at their place of business. The staff was rude and lazy. The owner DID brag. The food I always order is good. Get a grip buddy.

I was honest about my experience for OTHER PEOPLE who are considering spending their cash on food there.  I am not in the least concerned about the owners or the staff personally, but apparently John thinks I ought to be.  I ought to see how great Carla is. In fact, he goes into detail about how great Carla is.  It's nice to witness a man standing up for his lady. It would almost cause me to add a star up there, but sorry, no can do.  His improper use of the possessive apostrophe SEVERAL times canceled that out (okay, now that was petty -my bad).  

I'd advise John to concentrate on things other than trolling around yelp, chastising his own customers, whose business supports that fancy paint and the famously zombie-like staff.  Maybe the staff is just following John's lead when they don't focus on creating a positive experience for their customers?

Honestly, I remain puzzled as to why John would bother to bother me.  I go into a small restaurant to find the owner bragging. That is part of my experience and I will continue to post reviews featuring owners, and how they carry themselves.

As for the ""personal attack"" on Carla, I will not retract what I said just because John is butthurt and whines about it. I will say this: Carla has probably been in the restaurant several of the many times I have dined there, but I perceived the bragging only one time. I doubt anyone who read my review would label this person a braggart based on that one experience of mine, and as I said before- it did not and would not stop me from going back.

I will be back. I will order the food and enjoy the food, but since that's not the only part of the dining experience, I will tolerate the negative things because the food I regularly order is consistently good.",review,tdoL4Un5_hy_rJxEFLLOjw,3,3,4
L2J3JfjXZLnX1rLhWKthqA,2011-04-04,G_aqfhfRok1lmH4jLCfcZw,4,"As an Irish lass thru and thru, the promise of a cool Irish pub to get some grub and frosty guiness was enticing...and it delivered!  The food was great, our server was excellent, and they were able to accomodate our group of about 15 walkins without blinking an eye on a saturday evening (bonus points for that).  Their patio is really nice, lots of flowers and greenery and high stone walls that make you feel like you're in more of a garden than just off Mill Ave.

Overall, great place to head with friends!",review,zqnAdayPsak5dbLF2gEvNw,1,1,0
zmFc8M-hS4uuyY0hklIpoQ,2009-04-18,5Tnd97z4fKvfvAeYUns4Aw,3,"I don't get the hype, but then again I am not a regular. 

The beer selection is top notch, the sandwiches are worth the prices, the cheesecake really shouldn't be drowned in chocolate syrup but who cares, it really is a nice people watch place. I appreciate the well composed menu and not much more can be said. It has reliable service and sandwiches, hipsters and good beer. The lack of surprises make it a good place to take out of towners to see downtown and introduce people to First Fridays if you wanna brave potential waits, noise levels, and lack of parking on busy nights.",review,W9h1ufjEzDp7THyAqRw65g,2,5,2
L2J3JfjXZLnX1rLhWKthqA,2011-01-11,lvTXEozP5_OzC0UriGGVVQ,3,"The first thing I respect about Rula Bula is its ability to attract customers while keeping a low profile. No flashing lights, no 400 pound bouncers with angry stares, and no promotional cards being shoved in my face from down the street.

I walked in and liked what I saw. It has an old school feel to it. There was a live band doing some Lady Gaga covers, and it sounded like karaoke. I wasn't impressed, so I ordered my Jameson (reasonably priced) and walked out to the patio.

It was a good patio, with a DJ in the corner. It had a different feel to it, and I appreciate how laid back it was. But it felt like something was missing. I waltzed back inside, admired a much better cover (of Micheal Jackson) and realized the one thing I couldn't find here. 

FUN.

To a west-sider like myself, Tempe is the Mecca of mischief, a place where I can have one too many and stumble back home with a story to tell. There was a dance floor, but no one was dancing. There were tons of people, but every group kept to themselves. Even though I don't go to bars to meet women, there was a suspicious lack of pretty ones in here. It's like everyone who was too old or uncool to go elsewhere came to have a Guinness in peace.

I came here expecting a fun bar that wasn't a full-blown club, and instead of getting a happy medium I ended up with a boring dive. Don't get me wrong, I fucking LOVE dive bars, but I don't go to Mill Ave for them. Rula is a good place with good history. I can't hate on it. I love the interior, and I could see myself coming back during the day. It's just not worth going out of my way on a Saturday night.",review,jdeNI5TTTuM6mj3HTgstRA,1,1,0
K2_Hmmo5crTYWiT_1sWnfQ,2012-09-04,7OTX6no_YKFuZLxDatF0Fg,5,"I have to give them a 5 for their Guacamole and chips.
I am just in love with it.

Everytime I go to the US, I have to go there.
Cheap, super tasty and I love the salad bowl option they have (as I cannot eat wheat flour).
The meat is always tasty and fresh and again .....their guacamole ....the best !!!!

Always clean and fresh with friendly staff.

Healthy fast food .....

Just wish that we had it in Canada !!",review,oRRHrcRPcEAnOepF3KPfsg,1,2,0
PoRYjYUSjmeWM1WLsx_45w,2010-02-23,KqayigmkZK-fD0awCn12Xw,5,"This is the largest urban park. Moreover, that urban part is great because I am 10-30 minutes from three major trailhead areas. 

For hiking I like many points of entry, one of my favorites is telegraph pass, this is on the south side of the mountain. A new recently remolded parking lot is found on desert foothills parkway. There is a paved path that is about 1/2 a mile and at its end Telegraph pass is to the left and Desert classic is to the right.

Telegraph pass grows in steepness towards the top where there are some larger stairs. At the top, there is a bench and you can then continue on National trail. If you head west, you can reach a great Ramada.

From the pima canyon entrance I take the fire road to national, after the initial ascent it is just some rolling hills, I then make left to hidden valley where there is a great natural tunnel, Follow this trail to reach fat man's pass, contrary to the name there is a narrow gap that fat men cannot pass luckily you can go around, this meets back up with national trail. Many unique rock formations on this hike. 

For shorter easier hikes from this lot, you can do the east and west loops and Beverly canyon all small trails that loop, and have a few nice views.

For Mountain biking my skills are not too advanced so I stick to the east end of desert classic, with mostly straight section and a few wash passes and slight hill inclines it's great for a novice rider.",review,M6oU3OBf_E6gqlfkLGlStQ,1,3,1
7SO_rX1F6rQEl-5s3wZxgQ,2012-04-21,MdcOO0halc4Z8S4iCUQgVw,5,"Delicious salad, pizza, and wine. We got the Padre pizza which is not on the menu, but fig, prosciutto, arugula, and ricotta... so delicious!! The crust is perfect! 

The best part is they have several BOTTLES of wine under $12. Yes, you could usually barely get a glass for that amount. Sold... ! We had the Four Vines ZIn that was amazing for only $10.99.",review,bBS2Qsf--DYRXbYe5q4CcQ,1,1,0
zmFc8M-hS4uuyY0hklIpoQ,2010-10-25,ZAVp0mqfdr7M9MtAJYfE5Q,3,"I wasn't sure what to expect. This was stop 1 on the pub crawl.  There was an emo looking couple in a booth a table full of patrons (they looked like regulars)
The artwork on the walls was dark and ecclectic, but the place didn't have a dark feel.

I can't say this would be ""my"" bar. But if I were in the neighborhood I would go to this bar for a few drinks and some hummus.",review,2y3LWFfyRp02EdjwcVv7sw,0,1,0
PdRzCJWP7nPdYoHPdd5SOQ,2009-02-19,z5uXQbUqJVwONdETb_qfMw,3,"I didn't have a fully immersed Portland's experience, so perhaps I am selling them a bit short, but as far as my experience went, it was A-OK.

We stopped in because of its proximity to the light rail and our need for alcoholic refreshment.  We had a couple beers (small selection - but we found something we really liked) and a glass of wine (reasonably priced, tasty) The service was fine, the prices fine.  Everything was fine.

And that's just it.  Does 'Fine' merit a 'Yay! I'm a fan', four star review.  No it does not.  Maybe the food is out of this world.  Maybe at night this place lights up and sparkles in a way that the daytime cannot convey.  Its on the light rail, so I may give it another attempt, but on first glance, Portland's is just A-OK.",review,o33IBagNFxdJhIrRTl691Q,2,1,2
FeI75xIG8PF_XZ6P80gLBQ,2009-03-15,EY9HpLQwcREVtWifjmXtGA,2,"Talk about disappointed.  I had high hopes for this place, what with its location and idiosyncratic name. But after an hour or so and a couple drinks, I couldn't get past the 'meh' feeling that was permeating both my inner ennui and this bar as a whole.  That's when it hit me.  Coldplay started to play over the speakers and I knew I had found the musical analogue for this joint.  

Turf = Coldplay.  Trying to give you what want and failing epically. All the things you are supposed to like - the things you like about similar bands/bars have all been included.  You liked it once, you'll like it again! Right?  

Much like Coldplay's pomp and circumstance that is ultimately soulless, Turf Accountant fails to be genuine on any level.  Its all carefully crafted to give you some blend of quasi-upscale, Irish, hipster cool, but it just fails to deliver. I knew it was time to go when I heard Chris Martin's voice. If you find middling boring, I suggest passing on Turf.",review,o33IBagNFxdJhIrRTl691Q,2,1,3
L2J3JfjXZLnX1rLhWKthqA,2011-04-01,FPaGbNkeYs2eznETt1T0HA,1,I'm not sure what all of the buzz is about because this place wasn't that great! I had the grilled cheese and it was hard and dry!  There was this nasty drunk guy who sat across from our table and it was quite sickening! I will not be going back!,review,O758lrR1X2zI-ySeyjdr6A,0,1,0
jJhNOhuGpIsJX5SEUFFWYQ,2011-11-04,6LWNjmEpltmwc8Lo_dw2qw,5,"I can't believe I haven't wrote a review for Ted's yet! By far, one of my favorite places to go. You can get full off of some tasty food for a great price. I normally get a hot dog with mayo, onion, hot sauce and a pickle. I also like the corn dog and onion rings. I can always get a satisfying and fulfilling meal for $5-7. Love it!

Can get a little crowded on the weekends, but generally all the people are pretty fast and nice.",review,7o7MF9B9lxcWupE8jiLOaQ,0,0,0
7SO_rX1F6rQEl-5s3wZxgQ,2010-03-08,o1jc-nqCqeZ6Iq3AIve69g,4,"I feel like an East Coast gangster when I roll up to LGO for breakfast. I'll take the Jersey Girl... pump fist and hair toss!! Hands down, it's the BEST omelette I've EVER had. And the fresh-squeezed OJ hits the spot. 

After a hike at Camelback, it's relaxing to come and sit on the patio... if you can find a spot. Weekends this place is a zoo!! During the week is pretty crazy but has its peaks. 

The French Toast is pretty tasty and they do pastries just right. Muffins are baked fresh, toast is always spot on perfect. I want their toaster!

I've had the pizza, which is pretty decent but not the best I've eaten. The salads are delish.",review,OksbhhgC71Ary3zNHMypeQ,2,2,0
jJhNOhuGpIsJX5SEUFFWYQ,2011-04-27,raCtfWSWifX6KmuPGSu1yg,5,"Imagine for a minute that you're waiting in a really long line. No, it's not the line ride. You see a menu on the wall with your ordering options, but before you are anywhere near someone that could take your order, you're yelled at.

""Hey! What do you want?""

Don't be afraid, but don't be surprised either. Keep your cool and order your dogs. Immediately start thinking about if you want fries or rings (onion rings) and be prepared for when you're called upon again. Then watch as your hot dog is mutilated in front of your eyes and what appears on your tray is what looks like a hot mess of decapitated food.

Never fear though... because it is amazing. Well worth the wait and one of the best dogs you'll ever have. My favorites here are the white hot and the bratwurst. Whenever I know I'm going, I end up salivating like Pavlov's dog for hours.

The booths are classic hot dog stand style and the pennants lined up along the top of the walls are fantastic to look at. One started a whole conversation and research one day about a basketball team we knew nothing about.",review,7zDqr2I0-xpw9HF5Ha54cA,1,3,2
7SO_rX1F6rQEl-5s3wZxgQ,2012-10-08,BZOu01JHq8EdZtPz6j3sqQ,5,"I'm going to be an uptight stickler here, and only review the pizzeria portion of LGO since the grocery part can be done under as a separate business. I hope others follow suit. Sorry, I'm super nerdy about this stuff.

Anyways, the sourdough crust is my favorite pizza crust in all the land. I love the flavor and how it's always glistening with oil when it comes to the table. The toppings are really special here. If you even remotely like avocado, get their avocado pizza. The lemon zest puts it over the top. The corn with goat cheese is my next favorite. The only one that I haven't liked is the the rocket man. It tasted fine, but the heavy toppings were too much for the thin crust.

We also had the fortune of trying their grilled artichoke appetizer one evening. I couldn't get enough of it! It's not on the menu (seasonal item I'm sure), but we asked about it when we saw plates of it go by.

Extra bonus points for the large selection of cheap pizza wines. Any time I can get a decent bottle at a restaurant for under $20, I'm a happy camper.",review,o2CGc1kQHEFkYOECM3NFdg,0,0,0
zmFc8M-hS4uuyY0hklIpoQ,2009-01-27,tmd_ihdNuq7NqF0uzahX8w,4,"Carly's is a cute little restaurant with a fun atmosphere.  My friends and I started off with the Feta Rosa and it was a great start!  Amazingly delicious- I even added some to my sandwich because I couldn't get enough!  I had the pear sandwich with orzo salad as my side and loved every bite!  Yummy pear, pruschetto, and cheese perfection!

Carly's is definitely worth checking out.  It has great food and a great atmosphere to boot!",review,ai2W745a8wrLHJr7TY0FCA,2,1,1
zmFc8M-hS4uuyY0hklIpoQ,2010-03-04,DnLwKwS88h6zqUdqHflczQ,4,"Carly's Bistro is one of my new favorites - especially now that I'm moving downtown! Very vegetarian friendly, and lots of yummy dishes with tons of flavor! Their hummus is TO DIE FOR! So much flavor!!! My favorite sandwich is the Europa with roasted red peppers, artichoke hearts, tomatoes and spinach and smoked mozarella on cibatta. Delish!! 

They also have a fantastic beer menu! Quite extensive with a type to make anyone happy! 

They're a great location for parties, and offered happy hour prices on all drinks during the event.

I'm going there for dinner tonight and can't wait!!",review,kq5Pdsy8Znyh9KEkxWT_QA,2,2,0
Dsvx2LEC8jk9nuGsg1Kqhg,2009-09-04,3NeeZn65Gi-l6qeJWlrblQ,4,"Before I shop at Whole Foods (which is on the same lot), I buy organic produce at TJ's because it tends to be much less expensive.  
Also a fan of the delicious frozen gluten-free pancakes, the organic vegetable pizza (which you can microwave in a pinch), the gluten-free ginger cookies, the should-be-illegal-they're-so-delicious lemon madeleine cookies, and the canned cat food, which has a minimum of junk.  Hubby also loves their frozen chocolate bananas.  I just wish that all of the TJ's stores stocked more organics.",review,Cj6tGJrLEdN35H9cR6b8Lw,0,1,0
Dsvx2LEC8jk9nuGsg1Kqhg,2012-10-29,5sxHw2-iHV7TGtGqAhuPwA,3,Great place to grab some quick groceries.,review,wDAAn0HlnuZQnfga6CVIKQ,0,0,0
zmFc8M-hS4uuyY0hklIpoQ,2009-02-19,kWilrefFxn6DLRqyT8-uPA,5,"Mmm dirty hipster bars.  Let me count the ways in which I love you.

You are cheap (we had $2 Stellas)
You are interesting (local art on the walls that I'm told changes regularly)
You are full of pretension (people watching is always worth the price of admission)
You are friendly (like minded souls can smell each other out)

If you are in the Roosevelt district, I highly recommend stopping in for happy hour.  Its cheap and hipstery.  Both words have been used to describe me, so I am naturally predisposed to this place.",review,o33IBagNFxdJhIrRTl691Q,4,5,8
